undefined || info || return Customer List || undefined | data [{"customer_id":1,"customer_name":"mohamed Abdel nasser","customer_email":"mohamed@gmail.com","customer_username":"mohamed123","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Male","mobile":"01208944100"},{"customer_id":5,"customer_name":"mohamed Abdel nasser","customer_email":"mohamed1@gmail.com","customer_username":"mohamed","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Male","mobile":"01208944100"},{"customer_id":6,"customer_name":"Manar","customer_email":"Manar@gmail.com","customer_username":"Manar","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"},{"customer_id":8,"customer_name":"yasmine","customer_email":"yasmine@gmail.com","customer_username":"yasmine","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"},{"customer_id":10,"customer_name":"hend","customer_email":"hend@gmail.com","customer_username":"hend","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"}]
Thu Jun 02 2022 05:21:27 GMT+0200 (Eastern European Standard Time) || info || return Customer List || undefined | data : [{"customer_id":1,"customer_name":"mohamed Abdel nasser","customer_email":"mohamed@gmail.com","customer_username":"mohamed123","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Male","mobile":"01208944100"},{"customer_id":5,"customer_name":"mohamed Abdel nasser","customer_email":"mohamed1@gmail.com","customer_username":"mohamed","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Male","mobile":"01208944100"},{"customer_id":6,"customer_name":"Manar","customer_email":"Manar@gmail.com","customer_username":"Manar","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"},{"customer_id":8,"customer_name":"yasmine","customer_email":"yasmine@gmail.com","customer_username":"yasmine","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"},{"customer_id":10,"customer_name":"hend","customer_email":"hend@gmail.com","customer_username":"hend","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"}]
Thu Jun 02 2022 05:22:37 GMT+0200 (Eastern European Standard Time) || info || return Customer List| data : [{"customer_id":1,"customer_name":"mohamed Abdel nasser","customer_email":"mohamed@gmail.com","customer_username":"mohamed123","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Male","mobile":"01208944100"},{"customer_id":5,"customer_name":"mohamed Abdel nasser","customer_email":"mohamed1@gmail.com","customer_username":"mohamed","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Male","mobile":"01208944100"},{"customer_id":6,"customer_name":"Manar","customer_email":"Manar@gmail.com","customer_username":"Manar","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"},{"customer_id":8,"customer_name":"yasmine","customer_email":"yasmine@gmail.com","customer_username":"yasmine","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"},{"customer_id":10,"customer_name":"hend","customer_email":"hend@gmail.com","customer_username":"hend","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"}]
Thu Jun 02 2022 05:48:08 GMT+0200 (Eastern European Standard Time) || error || Error Message | data : "Date.now is not a constructor"
Thu Jun 02 2022 05:49:48 GMT+0200 (Eastern European Standard Time) || error || username is exists |
Thu Jun 02 2022 05:49:48 GMT+0200 (Eastern European Standard Time) || error || Error Message | data : "ER_DUP_ENTRY: Duplicate entry 'mohand@gmail.com' for key 'customer.customer_email'"
Thu Jun 02 2022 05:51:56 GMT+0200 (Eastern European Standard Time) || error || Error Message | data : "username is exists"
Thu Jun 02 2022 05:51:56 GMT+0200 (Eastern European Standard Time) || error || Error Message | data : "ER_DUP_ENTRY: Duplicate entry 'mohand@gmail.com' for key 'customer.customer_email'"
Thu Jun 02 2022 05:52:43 GMT+0200 (Eastern European Standard Time) || error || Error Message | data : "ER_DUP_ENTRY: Duplicate entry 'mohand@gmail.com' for key 'customer.customer_email'"
Thu Jun 02 2022 05:56:39 GMT+0200 (Eastern European Standard Time) || error || Error Message | data : "ER_DUP_ENTRY: Duplicate entry 'mohand@gmail.com' for key 'customer.customer_email'"
Thu Jun 02 2022 05:59:09 GMT+0200 (Eastern European Standard Time) || error || Error Message | data : "ER_DUP_ENTRY: Duplicate entry 'saif@gmail.com' for key 'customer.customer_email'"
Thu Jun 02 2022 05:59:30 GMT+0200 (Eastern European Standard Time) || error || Error Message | data : "ER_DUP_ENTRY: Duplicate entry 'saif@gmail.com' for key 'customer.customer_email'"
Thu Jun 02 2022 05:59:39 GMT+0200 (Eastern European Standard Time) || error || Error Message | data : "ER_DUP_ENTRY: Duplicate entry 'saif@gmail.com' for key 'customer.customer_email'"
Thu Jun 02 2022 05:59:50 GMT+0200 (Eastern European Standard Time) || error || Error Message | data : {"code":"ER_DUP_ENTRY","errno":1062,"sqlMessage":"Duplicate entry 'saif@gmail.com' for key 'customer.customer_email'","sqlState":"23000","index":0,"sql":"INSERT INTO customer (customer_name, customer_email, customer_username, customer_password, customer_city, customer_country,customer_on_created ,gender, mobile) VALUE ('saif', 'saif@gmail.com', 'saif', '123456789', 'elmenufia', 'egypt','2022-06-02 05:59:50.421' , 'Female', '01208944100')"}
Thu Jun 02 2022 05:59:59 GMT+0200 (Eastern European Standard Time) || error || Error Message | data : {"code":"ER_DUP_ENTRY","errno":1062,"sqlMessage":"Duplicate entry 'saif@gmail.com' for key 'customer.customer_email'","sqlState":"23000","index":0,"sql":"INSERT INTO customer (customer_name, customer_email, customer_username, customer_password, customer_city, customer_country,customer_on_created ,gender, mobile) VALUE ('saif', 'saif@gmail.com', 'saif', '123456789', 'elmenufia', 'egypt','2022-06-02 05:59:59.646' , 'Female', '01208944100')"}
Thu Jun 02 2022 06:00:53 GMT+0200 (Eastern European Standard Time) || error || Error Message | data : {"code":"ER_DUP_ENTRY","errno":1062,"sqlMessage":"Duplicate entry 'saif@gmail.com' for key 'customer.customer_email'","sqlState":"23000","index":0,"sql":"INSERT INTO customer (customer_name, customer_email, customer_username, customer_password, customer_city, customer_country,customer_on_created ,gender, mobile) VALUE ('saif', 'saif@gmail.com', 'saif', '123456789', 'elmenufia', 'egypt','2022-06-02 06:00:53.508' , 'Female', '01208944100')"}
Sun Jun 05 2022 08:32:46 GMT+0200 (Eastern European Standard Time) || error || Error Adding Customer | data : {"code":"ER_TRUNCATED_WRONG_VALUE","errno":1292,"sqlMessage":"Incorrect datetime value: 'Sun Jun 05 2022 08:32:46 GMT+0200 (Eastern European Standard Time)' for column 'customer_on_created' at row 1","sqlState":"22007","index":0,"sql":"INSERT INTO customer (customer_name, customer_email, customer_username, customer_password, customer_city, customer_country,customer_on_created ,gender, mobile) VALUE ('saif', 'saif@gmail.com', 'saif', '123456789', 'elmenufia', 'egypt','Sun Jun 05 2022 08:32:46 GMT+0200 (Eastern European Standard Time)' , 'Female', '01208944100')"}
Sun Jun 05 2022 08:34:15 GMT+0200 (Eastern European Standard Time) || error || Error Adding Customer | data : {"code":"ER_TRUNCATED_WRONG_VALUE","errno":1292,"sqlMessage":"Incorrect datetime value: 'Sun Jun 05 2022 08:34:15 GMT+0200 (Eastern European Standard Time)' for column 'customer_on_created' at row 1","sqlState":"22007","index":0,"sql":"INSERT INTO customer (customer_name, customer_email, customer_username, customer_password, customer_city, customer_country,customer_on_created ,gender, mobile) VALUE ('saif', 'saif@gmail.com', 'saif', '123456789', 'elmenufia', 'egypt','Sun Jun 05 2022 08:34:15 GMT+0200 (Eastern European Standard Time)' , 'Female', '01208944100')"}
Sun Jun 05 2022 08:36:33 GMT+0200 (Eastern European Standard Time) || error || Error Adding Customer | data : {"code":"ER_TRUNCATED_WRONG_VALUE","errno":1292,"sqlMessage":"Incorrect datetime value: 'Sun Jun 05 2022 08:36:33 GMT+0200 (Eastern European Standard Time)' for column 'customer_on_created' at row 1","sqlState":"22007","index":0,"sql":"INSERT INTO customer (customer_name, customer_email, customer_username, customer_password, customer_city, customer_country,customer_on_created ,gender, mobile) VALUE ('saif', 'saif@gmail.com', 'saif', '123456789', 'elmenufia', 'egypt','Sun Jun 05 2022 08:36:33 GMT+0200 (Eastern European Standard Time)' , 'Female', '01208944100')"}
Sun Jun 05 2022 08:38:35 GMT+0200 (Eastern European Standard Time) || error || Error Adding Customer | data : {"code":"ER_TRUNCATED_WRONG_VALUE","errno":1292,"sqlMessage":"Incorrect datetime value: 'Sun Jun 05 2022 08:38:35 GMT+0200 (Eastern European Standard Time)' for column 'customer_on_created' at row 1","sqlState":"22007","index":0,"sql":"INSERT INTO customer (customer_name, customer_email, customer_username, customer_password, customer_city, customer_country,customer_on_created ,gender, mobile) VALUE ('saif', 'saif@gmail.com', 'saif', '123456789', 'elmenufia', 'egypt','Sun Jun 05 2022 08:38:35 GMT+0200 (Eastern European Standard Time)' , 'Female', '01208944100')"}
Sun Jun 05 2022 08:39:02 GMT+0200 (Eastern European Standard Time) || error || Error Adding Customer | data : {"code":"ER_TRUNCATED_WRONG_VALUE","errno":1292,"sqlMessage":"Incorrect datetime value: 'Sun Jun 05 2022 08:39:02 GMT+0200 (Eastern European Standard Time)' for column 'customer_on_created' at row 1","sqlState":"22007","index":0,"sql":"INSERT INTO customer (customer_name, customer_email, customer_username, customer_password, customer_city, customer_country,customer_on_created ,gender, mobile) VALUE ('saif', 'saif@gmail.com', 'saif', '123456789', 'elmenufia', 'egypt','Sun Jun 05 2022 08:39:02 GMT+0200 (Eastern European Standard Time)' , 'Female', '01208944100')"}
Sun Jun 05 2022 08:39:37 GMT+0200 (Eastern European Standard Time) || error || Error Adding Customer | data : {"code":"ER_TRUNCATED_WRONG_VALUE","errno":1292,"sqlMessage":"Incorrect datetime value: 'Sun Jun 05 2022 08:39:37 GMT+0200 (Eastern European Standard Time)' for column 'customer_on_created' at row 1","sqlState":"22007","index":0,"sql":"INSERT INTO customer (customer_name, customer_email, customer_username, customer_password, customer_city, customer_country,customer_on_created ,gender, mobile) VALUE ('saif', 'saif@gmail.com', 'saif', '123456789', 'elmenufia', 'egypt','Sun Jun 05 2022 08:39:37 GMT+0200 (Eastern European Standard Time)' , 'Female', '01208944100')"}
Sun Jun 05 2022 08:40:03 GMT+0200 (Eastern European Standard Time) || error || Error Adding Customer | data : {"code":"ER_TRUNCATED_WRONG_VALUE","errno":1292,"sqlMessage":"Incorrect datetime value: 'Sun Jun 05 2022 08:40:03 GMT+0200 (Eastern European Standard Time)' for column 'customer_on_created' at row 1","sqlState":"22007","index":0,"sql":"INSERT INTO customer (customer_name, customer_email, customer_username, customer_password, customer_city, customer_country,customer_on_created ,gender, mobile) VALUE ('saif', 'saif@gmail.com', 'saif', '123456789', 'elmenufia', 'egypt','Sun Jun 05 2022 08:40:03 GMT+0200 (Eastern European Standard Time)' , 'Female', '01208944100')"}
Sun Jun 05 2022 08:40:43 GMT+0200 (Eastern European Standard Time) || error || Error Adding Customer | data : {"code":"ER_TRUNCATED_WRONG_VALUE","errno":1292,"sqlMessage":"Incorrect datetime value: 'Sun Jun 05 2022 08:40:43 GMT+0200 (Eastern European Standard Time)' for column 'customer_on_created' at row 1","sqlState":"22007","index":0,"sql":"INSERT INTO customer (customer_name, customer_email, customer_username, customer_password, customer_city, customer_country,customer_on_created ,gender, mobile) VALUE ('saif', 'saif@gmail.com', 'saif', '123456789', 'elmenufia', 'egypt','Sun Jun 05 2022 08:40:43 GMT+0200 (Eastern European Standard Time)' , 'Female', '01208944100')"}
Sun Jun 05 2022 08:42:16 GMT+0200 (Eastern European Standard Time) || error || Error Adding Customer | data : {"code":"ER_TRUNCATED_WRONG_VALUE","errno":1292,"sqlMessage":"Incorrect datetime value: 'Sun Jun 05 2022 08:42:16 GMT+0200 (Eastern European Standard Time)' for column 'customer_on_created' at row 1","sqlState":"22007","index":0,"sql":"INSERT INTO customer (customer_name, customer_email, customer_username, customer_password, customer_city, customer_country,customer_on_created ,gender, mobile) VALUE ('saif', 'saif@gmail.com', 'saif', '123456789', 'elmenufia', 'egypt','Sun Jun 05 2022 08:42:16 GMT+0200 (Eastern European Standard Time)' , 'Female', '01208944100')"}
Sun Jun 05 2022 08:44:45 GMT+0200 (Eastern European Standard Time) || error || Error Adding Customer | data : {"code":"ER_TRUNCATED_WRONG_VALUE","errno":1292,"sqlMessage":"Incorrect datetime value: 'Sun Jun 05 2022 08:44:45 GMT+0200 (Eastern European Standard Time)' for column 'customer_on_created' at row 1","sqlState":"22007","index":0,"sql":"INSERT INTO customer (customer_name, customer_email, customer_username, customer_password, customer_city, customer_country,customer_on_created ,gender, mobile) VALUE ('saif', 'saif@gmail.com', 'saif', '123456789', 'elmenufia', 'egypt','Sun Jun 05 2022 08:44:45 GMT+0200 (Eastern European Standard Time)' , 'Female', '01208944100')"}
Sun Jun 05 2022 08:45:53 GMT+0200 (Eastern European Standard Time) || error || Error Adding Customer | data : {"code":"ER_TRUNCATED_WRONG_VALUE","errno":1292,"sqlMessage":"Incorrect datetime value: 'Sun Jun 05 2022 08:45:53 GMT+0200 (Eastern European Standard Time)' for column 'customer_on_created' at row 1","sqlState":"22007","index":0,"sql":"INSERT INTO customer (customer_name, customer_email, customer_username, customer_password, customer_city, customer_country,customer_on_created ,gender, mobile) VALUE ('saif', 'saif@gmail.com', 'saif', '123456789', 'elmenufia', 'egypt','Sun Jun 05 2022 08:45:53 GMT+0200 (Eastern European Standard Time)' , 'Female', '01208944100')"}
Sun Jun 05 2022 08:47:36 GMT+0200 (Eastern European Standard Time) || error || Error Adding Customer | data : {"code":"ER_TRUNCATED_WRONG_VALUE","errno":1292,"sqlMessage":"Incorrect datetime value: 'Sun Jun 05 2022 08:47:36 GMT+0200 (Eastern European Standard Time)' for column 'customer_on_created' at row 1","sqlState":"22007","index":0,"sql":"INSERT INTO customer (customer_name, customer_email, customer_username, customer_password, customer_city, customer_country,customer_on_created ,gender, mobile) VALUE ('saif', 'saif@gmail.com', 'saif', '123456789', 'elmenufia', 'egypt','Sun Jun 05 2022 08:47:36 GMT+0200 (Eastern European Standard Time)' , 'Female', '01208944100')"}
Sun Jun 05 2022 08:57:27 GMT+0200 (Eastern European Standard Time) || info || Info Return Customer List | data : [{"customer_id":1,"customer_name":"mohamed Abdel nasser","customer_email":"mohamed@gmail.com","customer_username":"mohamed123","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Male","mobile":"01208944100"},{"customer_id":5,"customer_name":"mohamed Abdel nasser","customer_email":"mohamed1@gmail.com","customer_username":"mohamed","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Male","mobile":"01208944100"},{"customer_id":6,"customer_name":"Manar","customer_email":"Manar@gmail.com","customer_username":"Manar","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"},{"customer_id":8,"customer_name":"yasmine","customer_email":"yasmine@gmail.com","customer_username":"yasmine","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"},{"customer_id":10,"customer_name":"hend","customer_email":"hend@gmail.com","customer_username":"hend","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"},{"customer_id":14,"customer_name":"yousef","customer_email":"yousef@gmail.com","customer_username":"yousef","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"},{"customer_id":15,"customer_name":"mohand","customer_email":"mohand@gmail.com","customer_username":"mohand","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"},{"customer_id":20,"customer_name":"saif","customer_email":"saif@gmail.com","customer_username":"saif","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":"2022-06-02T03:57:26.000Z","customer_on_update":null,"gender":"Female","mobile":"01208944100"}]
Sun Jun 05 2022 09:14:35 GMT+0200 (Eastern European Standard Time) || info || Info Return Customer List | data : [{"customer_id":1,"customer_name":"mohamed Abdel nasser","customer_email":"mohamed@gmail.com","customer_username":"mohamed123","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Male","mobile":"01208944100"},{"customer_id":5,"customer_name":"mohamed Abdel nasser","customer_email":"mohamed1@gmail.com","customer_username":"mohamed","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Male","mobile":"01208944100"},{"customer_id":6,"customer_name":"Manar","customer_email":"Manar@gmail.com","customer_username":"Manar","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"},{"customer_id":8,"customer_name":"yasmine","customer_email":"yasmine@gmail.com","customer_username":"yasmine","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"},{"customer_id":10,"customer_name":"hend","customer_email":"hend@gmail.com","customer_username":"hend","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"},{"customer_id":14,"customer_name":"yousef","customer_email":"yousef@gmail.com","customer_username":"yousef","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"},{"customer_id":15,"customer_name":"mohand","customer_email":"mohand@gmail.com","customer_username":"mohand","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":null,"customer_on_update":null,"gender":"Female","mobile":"01208944100"},{"customer_id":20,"customer_name":"saif","customer_email":"saif@gmail.com","customer_username":"saif","customer_password":"123456789","customer_admin":0,"customer_city":"elmenufia","customer_country":"egypt","customer_on_created":"2022-06-02T03:57:26.000Z","customer_on_update":null,"gender":"Female","mobile":"01208944100"}]
